product_id,product_name,category,brand,price,stock
45,Laptop,Electronics,Penguin,47432.49,135
46,T-Shirt,Clothing,HP,1611.27,279
47,Sofa,Home,Apple,40386.73,232
48,Mobile,Electronics,Sony,24264.13,310
49,Fan,Home,Nike,43052.79,66
50,Tablet,Electronics,Apple,6213.84,72
51,Tablet,Electronics,Sony,43221.78,492
52,Fan,Home,Puma,8051.19,239
53,Sofa,Home,Dell,47267.12,494
54,Jacket,Clothing,Penguin,14139.68,431
55,Notebook,Books,HP,42373.9,451
56,Sofa,Home,Nike,20089.02,99
57,Chair,Home,Philips,22572.68,422
58,Mobile,Electronics,IKEA,19755.8,173
59,Table,Home,Samsung,25505.21,23
60,Jacket,Clothing,IKEA,26014.7,457
61,Jacket,Clothing,Oxford,15994.65,315
62,Fan,Home,HP,25534.73,288
63,Novel,Books,HP,33722.94,298
64,Headphones,Electronics,Philips,32813.99,296
65,Shirt,Clothing,Adidas,8608.55,317
66,Jeans,Clothing,Puma,47415.44,9
67,Sofa,Home,Philips,34555.96,396
68,Novel,Books,Puma,25982.29,339
69,Notebook,Books,Nike,23037.21,279
70,Sofa,Home,HP,12401.3,115
71,Table,Home,Oxford,24501.25,286
72,Fan,Home,Nike,33863.45,202
73,Jacket,Clothing,Puma,47770.15,473
74,Sofa,Home,Oxford,41414.79,287
75,Table,Home,Penguin,37070.46,25
76,Jeans,Clothing,Penguin,20723.74,51
77,Shirt,Clothing,Puma,48897.74,334
78,Dictionary,Books,Apple,14433.53,30
79,Shirt,Clothing,Samsung,8835.73,90
80,Magazine,Books,Samsung,37475.26,148
81,Tablet,Electronics,Puma,5454.3,145
82,Dictionary,Books,Nike,23454.24,57
83,T-Shirt,Clothing,HP,24138.75,172
84,Jeans,Clothing,IKEA,31972.42,218
85,Chair,Home,Nike,4859.72,244
86,Shirt,Clothing,Nike,11852.51,488
87,Chair,Home,Apple,18041.65,341
88,Notebook,Books,Oxford,34335.07,454
89,Chair,Home,Dell,47037.72,113
90,T-Shirt,Clothing,Oxford,37411.97,212
91,Dictionary,Books,Apple,34049.06,403
92,Notebook,Books,IKEA,28252.02,280
93,Jeans,Clothing,Dell,42738.85,348
94,Novel,Books,IKEA,22329.59,67
95,Magazine,Books,Oxford,27983.98,157
96,Headphones,Electronics,Samsung,250.47,37
97,Notebook,Books,Apple,27104.06,457
98,Novel,Books,Oxford,9081.07,328
99,Notebook,Books,Adidas,19185.73,464
100,Novel,Books,Nike,33123.45,334
101,Mobile,Electronics,Samsung,19713.63,114
102,Tablet,Electronics,Dell,35982.79,194
103,T-Shirt,Clothing,Apple,13854.92,371
104,Headphones,Electronics,Dell,46818.27,123
105,Laptop,Electronics,Samsung,22377.41,446
106,Shirt,Clothing,Samsung,11793.53,442
107,Jacket,Clothing,Philips,45828.21,295
108,Table,Home,Adidas,7248.7,113
109,Fan,Home,Sony,47431.16,466
110,Magazine,Books,IKEA,17286.3,195
111,Sofa,Home,Puma,15064.44,275
112,Jeans,Clothing,Samsung,35408.08,468
113,Magazine,Books,Nike,6791.23,104
114,Headphones,Electronics,Samsung,4713.95,97
115,Sofa,Home,Philips,30185.81,96
116,T-Shirt,Clothing,Samsung,45360.94,465
117,Jeans,Clothing,Dell,5954.08,245
118,T-Shirt,Clothing,Puma,27648.76,194
119,Fan,Home,Oxford,25689.55,50
120,Notebook,Books,Dell,18598.18,288
121,Shirt,Clothing,HP,46744.44,213
122,Jeans,Clothing,IKEA,19054.0,255
123,Fan,Home,Puma,24482.19,378
124,Dictionary,Books,Puma,17673.59,279
125,Shirt,Clothing,Penguin,41969.52,418
126,Laptop,Electronics,Sony,42142.98,362
127,Mobile,Electronics,Philips,18722.71,341
128,Magazine,Books,IKEA,26657.4,8
129,Fan,Home,Sony,40676.55,412
130,Laptop,Electronics,Nike,12124.34,129
131,Sofa,Home,Oxford,47968.96,124
132,Jacket,Clothing,Penguin,42408.57,439
133,Laptop,Electronics,Samsung,18920.76,326
134,Shirt,Clothing,Apple,21752.09,289
135,Mobile,Electronics,HP,43419.03,243
136,Laptop,Electronics,Samsung,14090.61,336
137,Jacket,Clothing,Oxford,10437.19,420
138,Novel,Books,Adidas,28241.51,434
139,Sofa,Home,Apple,7083.53,370
140,Chair,Home,Philips,11683.99,309
141,Notebook,Books,Dell,13739.02,251
142,Sofa,Home,Philips,34016.77,43
143,Table,Home,Penguin,4193.7,364
144,T-Shirt,Clothing,Puma,24138.75,157
145,Fan,Home,IKEA,4456.13,285
146,Novel,Books,Nike,17760.32,306
147,Novel,Books,IKEA,19451.2,461
148,Jeans,Clothing,Puma,8558.14,137
149,Shirt,Clothing,Apple,13870.5,400
150,Fan,Home,Dell,36072.88,315
151,Novel,Books,Philips,437.69,430
152,Notebook,Books,Philips,21587.75,333
153,Jacket,Clothing,Sony,47369.22,160
154,Notebook,Books,Dell,34778.39,294
155,Sofa,Home,Philips,39314.74,477
156,Jeans,Clothing,Oxford,27549.95,236
157,T-Shirt,Clothing,Adidas,41580.96,434
158,Dictionary,Books,Adidas,12176.86,366
159,Novel,Books,IKEA,29936.9,273
160,Novel,Books,Philips,18040.52,274
161,Laptop,Electronics,Philips,32914.32,331
162,Headphones,Electronics,Samsung,16646.68,54
163,Tablet,Electronics,Philips,37367.97,352
164,T-Shirt,Clothing,IKEA,23206.85,353
165,Jacket,Clothing,Apple,24190.28,471
166,Mobile,Electronics,Puma,17219.03,266
167,Sofa,Home,HP,36127.5,34
168,Laptop,Electronics,Sony,17219.59,409
169,Jeans,Clothing,Dell,16616.38,236
170,Dictionary,Books,Philips,32899.66,377
171,T-Shirt,Clothing,HP,19502.91,105
172,Laptop,Electronics,Puma,26890.76,100
173,Tablet,Electronics,Philips,24525.25,160
174,Magazine,Books,Sony,17461.44,316
175,Chair,Home,Sony,15727.97,59
176,Table,Home,Adidas,20970.13,196
177,T-Shirt,Clothing,IKEA,34702.3,88
178,T-Shirt,Clothing,Samsung,9436.22,317
179,Chair,Home,IKEA,9836.91,287
180,Magazine,Books,Sony,20839.96,250
181,Laptop,Electronics,IKEA,11104.42,115
182,Table,Home,IKEA,28325.96,253
183,Laptop,Electronics,Samsung,27201.0,277
184,Dictionary,Books,Dell,5210.58,384
185,Chair,Home,Apple,17493.99,224
186,Jeans,Clothing,Philips,29437.4,363
187,Dictionary,Books,Samsung,39263.98,412
188,Fan,Home,HP,8502.03,149
189,Chair,Home,HP,37529.7,30
190,Jeans,Clothing,Penguin,35598.6,389
191,Magazine,Books,Puma,31656.86,192
192,Laptop,Electronics,Nike,37515.14,449
193,Magazine,Books,Apple,223.41,375
194,Notebook,Books,Adidas,39804.33,495
195,T-Shirt,Clothing,Sony,41434.35,295
196,Notebook,Books,Puma,38136.48,320
197,Laptop,Electronics,Adidas,7983.38,490
198,Jeans,Clothing,HP,15163.09,448
199,Tablet,Electronics,Samsung,18655.0,84
200,Notebook,Books,Oxford,37786.08,46
201,Laptop,Electronics,Penguin,3989.14,265
202,Novel,Books,Adidas,17244.35,440
203,T-Shirt,Clothing,Apple,19215.19,52
204,Fan,Home,Sony,6942.75,385
205,Shirt,Clothing,Nike,522.89,225
206,Jeans,Clothing,Apple,30842.19,111
207,Mobile,Electronics,Adidas,29519.74,493
208,Table,Home,Philips,32266.57,307
209,Chair,Home,Philips,32954.43,265
210,T-Shirt,Clothing,Dell,2823.0,488
211,Magazine,Books,Samsung,25029.17,270
212,Fan,Home,IKEA,43054.62,187
213,T-Shirt,Clothing,Samsung,24138.75,34
214,Table,Home,HP,3117.4,259
215,Magazine,Books,Sony,4213.15,315
216,Chair,Home,Sony,25614.1,413
217,Sofa,Home,Apple,38184.88,329
218,Sofa,Home,Adidas,42338.76,44
219,Headphones,Electronics,Oxford,2845.93,336
220,Shirt,Clothing,Nike,24138.75,254
221,Table,Home,Apple,37513.84,375
222,Tablet,Electronics,Philips,13671.83,364
223,Headphones,Electronics,Sony,18070.18,290
224,Table,Home,Apple,5234.96,370
225,Shirt,Clothing,Nike,43160.13,241
226,Dictionary,Books,Oxford,48021.07,411
227,Dictionary,Books,Apple,20871.2,138
228,Chair,Home,IKEA,45106.86,411
229,Headphones,Electronics,HP,23308.2,432
230,Chair,Home,HP,497.66,288
231,T-Shirt,Clothing,Dell,48595.7,397
232,Jeans,Clothing,Penguin,20560.8,177
233,Tablet,Electronics,HP,32899.46,372
234,Mobile,Electronics,Sony,11984.56,30
235,Chair,Home,Oxford,11650.48,211
236,Sofa,Home,Penguin,4336.63,68
237,Novel,Books,Dell,3207.91,66
238,Fan,Home,Oxford,46309.49,425
239,Fan,Home,Philips,11757.2,69
240,Mobile,Electronics,IKEA,22533.38,61
241,Table,Home,Sony,23221.0,46
242,Chair,Home,Dell,42843.01,364
243,Sofa,Home,Samsung,33891.45,89
244,Magazine,Books,Sony,27551.03,52
245,Laptop,Electronics,Adidas,39069.9,101
246,Chair,Home,Apple,13015.15,11
247,T-Shirt,Clothing,Nike,4689.73,414
248,Laptop,Electronics,Oxford,2626.82,221
249,Magazine,Books,Sony,34192.32,109
250,Fan,Home,Dell,7516.71,315
251,Sofa,Home,Adidas,27579.36,143
252,T-Shirt,Clothing,IKEA,44244.16,322
253,Headphones,Electronics,Nike,18019.69,248
254,Sofa,Home,HP,1400.54,15
255,Headphones,Electronics,Sony,38365.42,498
256,Mobile,Electronics,Oxford,13399.7,469
257,Mobile,Electronics,Sony,49134.97,478
258,Jeans,Clothing,Philips,40329.89,467
259,Tablet,Electronics,Puma,28223.96,96
260,Table,Home,Samsung,4603.84,112
261,Novel,Books,Oxford,30745.32,174
262,Jacket,Clothing,Apple,7470.83,72
263,Chair,Home,Nike,47101.97,51
264,Fan,Home,Penguin,7959.44,405
265,Notebook,Books,Philips,48440.27,475
266,Table,Home,Oxford,40741.27,375
267,Table,Home,Adidas,189.72,293
268,Mobile,Electronics,Penguin,46059.81,113
269,Headphones,Electronics,Sony,37292.63,163
270,Tablet,Electronics,Nike,13334.1,34
271,Chair,Home,Sony,2502.56,214
272,Magazine,Books,Puma,17626.44,424
273,Jeans,Clothing,Nike,39979.81,10
274,Chair,Home,Apple,8588.25,374
275,Tablet,Electronics,Adidas,30720.87,15
276,T-Shirt,Clothing,Adidas,5152.76,97
277,Fan,Home,Puma,4886.2,281
278,Shirt,Clothing,Penguin,21437.54,338
279,Dictionary,Books,Apple,10426.95,500
280,Novel,Books,HP,19933.62,338
281,Headphones,Electronics,Samsung,44286.09,228
282,Sofa,Home,Sony,11389.49,31
283,Laptop,Electronics,Philips,40428.19,387
284,Shirt,Clothing,Penguin,40938.42,274
285,Dictionary,Books,Samsung,4039.86,365
286,Shirt,Clothing,Dell,22507.08,85
287,Jeans,Clothing,Penguin,4010.59,103
288,Jacket,Clothing,Adidas,36382.44,44
289,Notebook,Books,Oxford,26032.44,6
290,Novel,Books,Apple,7495.17,388
291,Laptop,Electronics,Adidas,43387.02,449
292,Sofa,Home,HP,28643.96,88
293,Dictionary,Books,Nike,34072.56,202
294,Shirt,Clothing,Nike,46049.67,10
295,Fan,Home,Dell,24631.8,50
296,Jacket,Clothing,Oxford,22211.22,137
297,Novel,Books,Puma,10648.39,379
298,Chair,Home,Adidas,8032.72,259
299,Shirt,Clothing,Dell,43771.51,29
300,Headphones,Electronics,Puma,18082.72,188
301,Novel,Books,Sony,12172.71,228
302,Notebook,Books,Oxford,41898.92,425
303,Tablet,Electronics,Dell,2577.59,399
304,Jeans,Clothing,Penguin,13527.27,10
305,Headphones,Electronics,Dell,32403.84,4
306,Fan,Home,Adidas,35497.47,458
307,Sofa,Home,Philips,23388.23,422
308,Novel,Books,Nike,49971.53,429
309,Fan,Home,Penguin,24138.75,141
310,Fan,Home,Dell,35583.58,152
311,Jeans,Clothing,Adidas,40290.95,307
312,Table,Home,Adidas,32804.49,132
313,Magazine,Books,Dell,29192.88,417
314,Table,Home,Penguin,31951.85,481
315,Fan,Home,HP,42047.87,92
316,Headphones,Electronics,Sony,13006.73,390
317,Chair,Home,Nike,11244.06,215
318,Fan,Home,Penguin,23241.66,27
319,Headphones,Electronics,IKEA,25073.82,195
320,Sofa,Home,Nike,42726.56,102
321,Magazine,Books,Puma,43133.46,41
322,Table,Home,Sony,2994.88,107
323,T-Shirt,Clothing,Penguin,39009.65,222
324,Magazine,Books,Dell,24138.75,273
325,Chair,Home,Penguin,37866.7,9
326,Mobile,Electronics,Adidas,43861.56,52
327,Table,Home,Oxford,2381.35,233
328,Sofa,Home,Puma,49774.07,461
329,Table,Home,Dell,45354.02,9
330,Jeans,Clothing,Nike,1193.47,63
331,Headphones,Electronics,Philips,12863.88,24
332,Laptop,Electronics,Puma,1085.11,213
333,Novel,Books,Penguin,23772.38,355
334,Tablet,Electronics,Philips,5138.89,318
335,T-Shirt,Clothing,HP,5335.22,60
336,Laptop,Electronics,IKEA,30489.19,425
337,Jacket,Clothing,Dell,14838.02,254
338,Notebook,Books,Philips,736.2,56
339,Dictionary,Books,Apple,38998.36,370
340,Table,Home,Apple,48866.82,25
341,Shirt,Clothing,Oxford,18074.71,218
342,Laptop,Electronics,Penguin,24138.75,70
343,Jacket,Clothing,Oxford,21941.95,449
344,Tablet,Electronics,Puma,9225.18,492
345,Sofa,Home,Sony,23964.43,453
346,Mobile,Electronics,Apple,3026.46,81
347,Magazine,Books,Nike,33951.82,194
348,Mobile,Electronics,Samsung,24457.33,225
349,Tablet,Electronics,Oxford,716.77,268
350,Jacket,Clothing,Penguin,34443.26,221
351,T-Shirt,Clothing,IKEA,33847.15,429
352,Laptop,Electronics,Puma,7930.68,436
353,Shirt,Clothing,Samsung,16099.63,142
354,T-Shirt,Clothing,Philips,11826.5,410
355,Novel,Books,Oxford,22408.7,254
356,Laptop,Electronics,Apple,1888.01,422
357,Table,Home,Samsung,22864.78,422
358,T-Shirt,Clothing,Penguin,38394.08,366
359,Sofa,Home,Nike,37990.07,174
360,Fan,Home,Oxford,2384.33,71
361,Novel,Books,Adidas,9876.48,436
362,T-Shirt,Clothing,Adidas,9609.88,387
363,Laptop,Electronics,IKEA,22580.18,489
364,T-Shirt,Clothing,Philips,36837.08,221
365,Dictionary,Books,Adidas,8765.15,53
366,Sofa,Home,HP,30488.79,127
367,Notebook,Books,Philips,22697.0,211
368,Fan,Home,Dell,46782.05,102
369,Fan,Home,Sony,6720.32,499
370,Chair,Home,Penguin,28157.78,482
371,Notebook,Books,Samsung,24138.75,54
372,Dictionary,Books,Sony,2924.58,402
373,Fan,Home,IKEA,3195.44,104
374,Tablet,Electronics,IKEA,5213.75,378
375,T-Shirt,Clothing,Oxford,39236.93,147
376,Headphones,Electronics,IKEA,47839.43,160
377,Laptop,Electronics,Puma,10234.05,440
378,Jacket,Clothing,Oxford,27376.1,397
379,Jacket,Clothing,Sony,49174.32,492
380,Headphones,Electronics,Philips,14027.7,82
381,Chair,Home,Nike,35513.5,78
382,Tablet,Electronics,Oxford,28676.58,401
383,Table,Home,Adidas,26078.25,81
384,Novel,Books,Nike,44181.5,169
385,Table,Home,Penguin,30952.2,287
386,Laptop,Electronics,Philips,22338.8,314
387,Shirt,Clothing,Apple,16114.76,483
388,Notebook,Books,Nike,14213.17,420
389,Magazine,Books,Apple,44924.25,263
390,Mobile,Electronics,Apple,38688.59,320
391,Jeans,Clothing,Oxford,21268.05,275
392,Novel,Books,Samsung,7772.35,169
393,Laptop,Electronics,Dell,39731.32,294
394,Sofa,Home,Adidas,31547.84,8
395,Laptop,Electronics,Samsung,30955.63,299
396,Tablet,Electronics,Philips,5396.16,154
397,Tablet,Electronics,Samsung,21940.04,338
398,Dictionary,Books,IKEA,6905.43,408
399,Table,Home,Oxford,44360.21,443
400,Chair,Home,Philips,27797.98,2
401,Novel,Books,Dell,37440.0,176
402,Dictionary,Books,Apple,11117.32,99
403,Shirt,Clothing,Penguin,46625.26,236
404,Tablet,Electronics,Puma,12609.31,297
405,Fan,Home,Apple,32808.1,317
406,Jacket,Clothing,Philips,16484.47,355
407,Jacket,Clothing,Dell,47937.08,160
408,T-Shirt,Clothing,Puma,18038.35,169
409,Magazine,Books,Penguin,15343.04,89
410,Tablet,Electronics,Oxford,7086.08,134
411,Laptop,Electronics,Philips,42494.4,416
412,Dictionary,Books,Puma,27624.54,276
413,Jacket,Clothing,HP,44582.73,438
414,T-Shirt,Clothing,Penguin,4618.65,5
415,Jeans,Clothing,Philips,7104.5,289
416,T-Shirt,Clothing,Apple,2116.95,118
417,Fan,Home,Nike,33462.42,405
418,Magazine,Books,Nike,44089.44,332
419,Tablet,Electronics,Adidas,13239.47,89
420,Notebook,Books,Adidas,44921.51,128
421,T-Shirt,Clothing,Philips,43399.2,246
422,Mobile,Electronics,Dell,11576.54,143
423,Jeans,Clothing,Dell,30140.81,338
424,Notebook,Books,Philips,24127.68,107
425,T-Shirt,Clothing,Sony,2252.9,82
426,Mobile,Electronics,Adidas,12987.16,490
427,Tablet,Electronics,Puma,10908.01,241
428,Jeans,Clothing,Sony,30081.85,420
429,Table,Home,Apple,17199.3,302
430,T-Shirt,Clothing,IKEA,5517.65,440
431,Dictionary,Books,Samsung,8953.37,307
432,Laptop,Electronics,Samsung,6603.41,423
433,Magazine,Books,Puma,2267.57,117
434,Notebook,Books,Philips,37095.56,356
435,Headphones,Electronics,Apple,23909.35,439
436,Sofa,Home,Philips,372.93,3
437,Laptop,Electronics,Nike,10350.39,209
438,Mobile,Electronics,Adidas,29309.97,274
439,Fan,Home,IKEA,19932.96,282
440,Dictionary,Books,Philips,27790.08,157
441,Sofa,Home,Dell,42764.45,382
442,Dictionary,Books,IKEA,25466.34,410
443,Mobile,Electronics,Sony,31830.24,421
444,Magazine,Books,Samsung,13228.29,311
445,Magazine,Books,Samsung,26098.18,305
446,T-Shirt,Clothing,IKEA,10165.19,411
447,Table,Home,Philips,30015.79,118
448,Shirt,Clothing,HP,32785.45,44
449,Notebook,Books,Oxford,20332.0,7
450,Laptop,Electronics,Nike,36334.32,298
451,Fan,Home,Philips,48156.55,206
452,Tablet,Electronics,HP,25361.28,257
453,Chair,Home,Philips,47839.8,416
454,Sofa,Home,Nike,28202.11,387
455,Magazine,Books,Apple,43114.96,132
456,Dictionary,Books,Nike,11573.51,489
457,Tablet,Electronics,Nike,4741.17,420
458,Mobile,Electronics,Sony,17741.54,137
459,T-Shirt,Clothing,Dell,11819.58,135
460,Jeans,Clothing,Apple,41833.1,398
461,Laptop,Electronics,IKEA,33204.86,391
462,Headphones,Electronics,Philips,15839.3,451
463,Sofa,Home,Dell,38236.69,203
464,Shirt,Clothing,IKEA,21216.48,16
465,Sofa,Home,Oxford,38817.61,61
466,Notebook,Books,Apple,689.82,297
467,Fan,Home,HP,13059.07,121
468,Notebook,Books,Nike,24988.62,358
469,Sofa,Home,Penguin,9076.47,294
470,Shirt,Clothing,Adidas,40223.97,438
471,Jeans,Clothing,Sony,36953.25,4
472,Magazine,Books,Oxford,44674.19,273
473,Sofa,Home,Apple,28150.71,203
474,Shirt,Clothing,Puma,12789.06,49
475,Fan,Home,Nike,28061.47,131
476,Headphones,Electronics,Philips,43381.69,101
477,Jacket,Clothing,Puma,33692.32,377
478,Headphones,Electronics,Sony,23241.23,444
479,Sofa,Home,Apple,28624.71,36
480,Jacket,Clothing,Philips,15912.22,136
481,Notebook,Books,Philips,39070.6,382
482,Magazine,Books,Penguin,42725.17,120
483,Chair,Home,Puma,19912.57,479
484,Laptop,Electronics,HP,26246.74,53
485,Shirt,Clothing,Oxford,44285.02,126
486,Sofa,Home,Samsung,6650.73,14
487,Fan,Home,HP,23412.95,478
488,Dictionary,Books,Puma,34911.38,305
489,Notebook,Books,Puma,24134.42,45
490,Fan,Home,Sony,24138.75,267
491,Fan,Home,Puma,515.02,484
492,Chair,Home,Samsung,39918.44,407
493,Table,Home,Oxford,28071.66,83
494,Magazine,Books,Philips,4052.57,264
495,Fan,Home,Apple,26644.02,96
496,Jeans,Clothing,Oxford,31880.95,139
497,Dictionary,Books,Sony,7692.25,11
498,Tablet,Electronics,Apple,35788.28,119
499,Shirt,Clothing,Puma,17161.45,409
500,Sofa,Home,Sony,1683.68,384
