order_id,customer_id,order_date,order_status,payment_method
245,470,2026-04-23,CANCELLED,Cash on Delivery
246,471,2025-11-19,DELIVERED,UPI
247,411,2026-05-19,CANCELLED,Net Banking
248,396,2025-04-21,RETURNED,Debit Card
249,267,2026-06-15,SHIPPED,UPI
250,-1,1970-01-01,PLACED,Credit Card
251,211,2026-07-13,CANCELLED,UPI
252,113,2024-12-08,PLACED,Credit Card
253,318,2025-02-13,SHIPPED,Cash on Delivery
254,327,2025-08-01,PLACED,Cash on Delivery
255,67,2026-02-18,RETURNED,Debit Card
256,459,2024-09-30,DELIVERED,Net Banking
257,339,2024-08-12,DELIVERED,Net Banking
258,355,2026-03-11,DELIVERED,UPI
259,83,2024-09-01,PLACED,Net Banking
260,199,2026-01-18,DELIVERED,Debit Card
261,226,2026-01-14,SHIPPED,Cash on Delivery
262,202,2025-06-18,SHIPPED,Cash on Delivery
263,394,2026-06-11,PLACED,Net Banking
264,367,2025-09-14,PLACED,Cash on Delivery
265,373,2025-08-07,CANCELLED,Debit Card
266,335,2026-06-07,CANCELLED,UPI
267,78,2025-06-02,RETURNED,Credit Card
268,264,2024-09-30,CANCELLED,Net Banking
269,207,2026-04-07,PLACED,Cash on Delivery
270,-1,2025-06-26,CANCELLED,Credit Card
271,291,2025-02-24,DELIVERED,UPI
272,206,2026-06-24,PLACED,UPI
273,274,2026-02-14,CANCELLED,UPI
274,332,2025-09-28,CANCELLED,Debit Card
275,154,2024-11-08,DELIVERED,Net Banking
276,44,2026-02-13,SHIPPED,Debit Card
277,19,2026-04-02,RETURNED,Debit Card
278,251,2025-11-21,DELIVERED,Net Banking
279,274,2025-12-22,PLACED,Credit Card
280,174,2025-09-25,PLACED,Net Banking
281,61,2026-02-13,RETURNED,Net Banking
282,482,2024-08-25,SHIPPED,Cash on Delivery
283,120,2025-07-13,SHIPPED,Net Banking
284,-1,2025-08-15,RETURNED,Credit Card
285,125,2026-05-11,SHIPPED,Credit Card
286,464,2026-02-21,CANCELLED,Cash on Delivery
287,88,2024-09-22,PLACED,Credit Card
288,255,2025-03-22,PLACED,Debit Card
289,219,2026-04-29,CANCELLED,UPI
290,62,2025-06-12,SHIPPED,UPI
291,429,2026-05-12,PLACED,Cash on Delivery
292,89,2026-05-07,SHIPPED,Net Banking
293,87,2026-02-21,CANCELLED,Debit Card
294,474,2026-03-27,RETURNED,Net Banking
295,399,2024-09-06,PLACED,Credit Card
296,4,2025-05-16,RETURNED,UPI
297,214,2025-06-13,CANCELLED,Debit Card
298,106,2026-02-14,CANCELLED,Net Banking
299,123,2026-07-28,PLACED,Cash on Delivery
300,93,2025-09-08,PLACED,UPI
301,179,2025-12-08,SHIPPED,Credit Card
302,272,2025-12-24,RETURNED,Cash on Delivery
303,113,2025-07-14,SHIPPED,UPI
304,28,2025-07-05,CANCELLED,Net Banking
305,91,2026-04-10,PLACED,UPI
306,146,2024-11-11,RETURNED,Net Banking
307,23,2024-10-26,RETURNED,Debit Card
308,81,2024-11-28,PLACED,Credit Card
309,459,2026-05-26,RETURNED,UPI
310,215,2025-02-26,DELIVERED,Debit Card
311,399,2026-03-18,SHIPPED,Net Banking
312,446,2026-05-09,PLACED,Net Banking
313,300,2025-10-31,SHIPPED,Debit Card
314,476,2026-03-15,DELIVERED,Debit Card
315,235,2026-04-13,DELIVERED,Debit Card
316,172,2024-11-01,PLACED,UPI
317,70,2026-02-18,CANCELLED,Debit Card
318,390,2024-12-16,RETURNED,Debit Card
319,405,2025-05-18,SHIPPED,Cash on Delivery
320,497,2025-06-23,CANCELLED,Cash on Delivery
321,251,2025-12-29,CANCELLED,Net Banking
322,-1,2025-04-27,SHIPPED,Debit Card
323,168,2024-11-25,RETURNED,Debit Card
324,468,1970-01-01,PLACED,Credit Card
325,241,2025-02-11,CANCELLED,Cash on Delivery
326,202,2026-04-16,PLACED,Net Banking
327,254,2025-08-16,PLACED,Net Banking
328,487,2025-01-17,SHIPPED,Credit Card
329,9,2025-02-28,CANCELLED,Cash on Delivery
330,383,2024-10-21,CANCELLED,Debit Card
331,448,2025-04-20,DELIVERED,Net Banking
332,361,2025-12-18,PLACED,Net Banking
333,458,2026-01-27,DELIVERED,Net Banking
334,386,2024-10-03,RETURNED,Cash on Delivery
335,407,2025-07-28,RETURNED,UPI
336,377,2026-07-06,DELIVERED,Credit Card
337,57,2026-02-08,PLACED,UPI
338,188,2025-08-23,PLACED,Cash on Delivery
339,364,2026-03-14,DELIVERED,Debit Card
340,277,2025-02-13,RETURNED,Debit Card
341,386,2026-03-17,DELIVERED,UPI
342,258,2025-02-24,PLACED,UPI
343,177,2025-04-29,PLACED,Net Banking
344,364,2025-03-24,DELIVERED,Net Banking
345,318,2026-01-24,PLACED,Debit Card
346,457,2025-07-18,CANCELLED,Debit Card
347,148,2025-04-20,SHIPPED,UPI
348,58,2026-04-10,SHIPPED,Cash on Delivery
349,488,2025-07-22,RETURNED,Debit Card
350,243,2026-02-01,PLACED,UPI
351,97,2025-02-23,SHIPPED,Cash on Delivery
352,331,2025-10-22,DELIVERED,Net Banking
353,304,2025-03-08,RETURNED,Net Banking
354,235,2025-11-11,DELIVERED,Debit Card
355,405,2024-09-03,DELIVERED,Credit Card
356,76,2026-03-21,SHIPPED,Cash on Delivery
357,474,2024-11-23,SHIPPED,Debit Card
358,430,2024-11-29,SHIPPED,Debit Card
359,122,2025-09-16,RETURNED,Debit Card
360,226,2025-03-19,RETURNED,Credit Card
361,341,2024-08-27,DELIVERED,Net Banking
362,277,2025-01-25,PLACED,Credit Card
363,208,2026-06-21,CANCELLED,UPI
364,-1,2025-05-22,RETURNED,UPI
365,332,2025-10-18,DELIVERED,Cash on Delivery
366,342,2025-05-15,CANCELLED,UPI
367,353,2026-02-12,PLACED,Debit Card
368,348,2025-03-21,CANCELLED,Cash on Delivery
369,431,2025-04-02,DELIVERED,Credit Card
370,312,2026-02-14,SHIPPED,UPI
371,101,2024-12-07,CANCELLED,Credit Card
372,500,2025-10-21,DELIVERED,Cash on Delivery
373,310,2025-12-12,DELIVERED,Net Banking
374,76,2025-03-31,CANCELLED,UPI
375,7,2025-08-11,CANCELLED,Cash on Delivery
376,45,2026-02-11,CANCELLED,Net Banking
377,148,2025-07-14,CANCELLED,Net Banking
378,72,2026-01-11,SHIPPED,Debit Card
379,156,2025-03-24,DELIVERED,Credit Card
380,478,2024-12-04,PLACED,Credit Card
381,210,2026-03-07,SHIPPED,Cash on Delivery
382,237,2026-04-24,SHIPPED,Debit Card
383,96,2026-01-28,CANCELLED,Credit Card
384,422,2024-11-14,DELIVERED,Net Banking
385,287,2024-11-28,PLACED,Debit Card
386,135,2025-11-21,CANCELLED,Credit Card
387,335,2025-03-22,SHIPPED,Net Banking
388,465,2026-06-05,PLACED,UPI
389,253,2025-06-01,DELIVERED,Cash on Delivery
390,247,2025-02-22,CANCELLED,Credit Card
391,192,2025-12-14,DELIVERED,Debit Card
392,298,2025-01-31,SHIPPED,UPI
393,84,2024-08-28,DELIVERED,Credit Card
394,149,2026-05-29,PLACED,Cash on Delivery
395,100,2025-01-18,PLACED,Cash on Delivery
396,386,2025-11-03,DELIVERED,UPI
397,139,2025-03-30,PLACED,Cash on Delivery
398,297,2024-11-30,SHIPPED,Cash on Delivery
399,145,2025-11-03,DELIVERED,Debit Card
400,53,2024-08-16,SHIPPED,Cash on Delivery
401,315,2025-02-24,RETURNED,Cash on Delivery
402,360,2025-05-16,CANCELLED,Credit Card
403,60,2026-02-18,CANCELLED,UPI
404,160,2025-09-06,CANCELLED,Cash on Delivery
405,268,2026-03-09,DELIVERED,Credit Card
406,382,2026-06-13,SHIPPED,Debit Card
407,158,2025-09-12,PLACED,Net Banking
408,354,2025-06-18,PLACED,Net Banking
409,388,2025-08-12,PLACED,Cash on Delivery
410,304,2025-11-30,DELIVERED,Credit Card
411,34,1970-01-01,PLACED,Credit Card
412,472,2024-12-17,SHIPPED,Debit Card
413,344,2025-05-01,DELIVERED,Cash on Delivery
414,179,2025-12-20,RETURNED,Debit Card
415,259,2024-12-06,RETURNED,Credit Card
416,271,2025-11-06,DELIVERED,Debit Card
417,462,1970-01-01,PLACED,Debit Card
418,472,2025-08-31,DELIVERED,Cash on Delivery
419,95,2025-04-08,SHIPPED,UPI
420,195,2025-09-17,CANCELLED,Credit Card
421,390,2025-05-24,PLACED,Cash on Delivery
422,70,2025-05-27,DELIVERED,Cash on Delivery
423,370,2026-06-10,PLACED,Net Banking
424,146,2026-07-27,CANCELLED,Debit Card
425,284,2025-08-18,CANCELLED,Debit Card
426,439,2025-12-23,CANCELLED,UPI
427,-1,2024-12-16,PLACED,Net Banking
428,225,2026-06-14,PLACED,Debit Card
429,203,2025-09-18,PLACED,Debit Card
430,34,2025-08-16,SHIPPED,Cash on Delivery
431,433,2024-12-21,CANCELLED,Net Banking
432,143,2025-08-17,RETURNED,UPI
433,388,2026-07-04,CANCELLED,UPI
434,244,2025-05-29,CANCELLED,Cash on Delivery
435,143,2024-08-18,PLACED,UPI
436,251,2026-01-08,SHIPPED,Credit Card
437,51,2024-09-26,CANCELLED,Credit Card
438,498,2025-04-29,DELIVERED,Debit Card
439,156,2025-01-28,PLACED,Cash on Delivery
440,393,2025-04-04,DELIVERED,Net Banking
441,252,2025-01-14,RETURNED,Cash on Delivery
442,10,2025-01-28,CANCELLED,Credit Card
443,197,2024-12-01,CANCELLED,Net Banking
444,19,2025-03-11,DELIVERED,Debit Card
445,252,2025-11-22,CANCELLED,Net Banking
446,392,2026-04-03,RETURNED,Cash on Delivery
447,293,2026-02-24,SHIPPED,Cash on Delivery
448,29,2026-04-12,CANCELLED,Cash on Delivery
449,347,2024-11-07,DELIVERED,Credit Card
450,15,2025-12-24,DELIVERED,UPI
451,415,2025-01-06,DELIVERED,Net Banking
452,50,2025-05-10,CANCELLED,UPI
453,29,2025-08-29,DELIVERED,Cash on Delivery
454,44,2025-07-29,DELIVERED,Credit Card
455,173,2025-10-23,PLACED,Net Banking
456,337,2026-07-16,CANCELLED,UPI
457,11,2025-12-16,DELIVERED,Net Banking
458,293,2026-07-11,CANCELLED,Credit Card
459,354,2024-08-16,RETURNED,UPI
460,86,2026-05-21,CANCELLED,Debit Card
461,255,2026-03-09,PLACED,Cash on Delivery
462,110,2026-05-25,RETURNED,Net Banking
463,412,2026-05-05,PLACED,Cash on Delivery
464,49,2026-04-07,RETURNED,Cash on Delivery
465,244,2026-04-10,PLACED,UPI
466,259,2025-09-18,RETURNED,UPI
467,103,2026-07-05,RETURNED,Net Banking
468,344,2025-01-31,PLACED,Cash on Delivery
469,442,2026-03-05,CANCELLED,UPI
470,480,2025-01-11,CANCELLED,Cash on Delivery
471,373,2025-05-16,DELIVERED,Net Banking
472,76,2026-01-04,DELIVERED,Net Banking
473,211,2024-09-01,PLACED,Debit Card
474,434,2025-06-12,SHIPPED,UPI
475,352,2025-12-06,PLACED,Debit Card
476,99,2024-10-22,DELIVERED,Net Banking
477,249,2025-04-19,PLACED,Debit Card
478,82,2025-09-05,DELIVERED,Cash on Delivery
479,91,2024-09-28,CANCELLED,Credit Card
480,29,2025-03-05,RETURNED,UPI
481,444,2025-10-10,DELIVERED,Credit Card
482,204,2025-09-26,SHIPPED,Debit Card
483,58,2026-05-26,PLACED,Cash on Delivery
484,341,2026-03-05,RETURNED,UPI
485,255,2025-09-28,PLACED,UPI
486,169,2026-06-15,SHIPPED,Net Banking
487,112,2024-10-07,DELIVERED,Net Banking
488,210,2026-04-18,CANCELLED,Cash on Delivery
489,192,2024-09-19,RETURNED,Net Banking
490,244,2025-07-19,SHIPPED,UPI
491,244,2025-10-21,PLACED,Cash on Delivery
492,18,2025-09-17,PLACED,Debit Card
493,130,2025-02-15,DELIVERED,Credit Card
494,274,2025-02-13,CANCELLED,Credit Card
495,466,2025-02-21,DELIVERED,UPI
496,47,2026-04-18,DELIVERED,Debit Card
497,441,2026-03-04,DELIVERED,Net Banking
498,405,2024-12-26,CANCELLED,Net Banking
499,378,2026-01-24,CANCELLED,Credit Card
500,423,2026-08-04,PLACED,UPI
