order_id,customer_id,order_date,order_status,payment_method
59,77.0,2024-10-07,SHIPPED,Credit Card
60,345.0,2025-12-10,CANCELLED,Cash on Delivery
61,295.0,2025-08-19,DELIVERED,Net Banking
62,76.0,2025-10-16,RETURNED,Credit Card
63,281.0,2025-05-02,RETURNED,Net Banking
64,397.0,2024-10-10,CANCELLED,Cash on Delivery
65,102.0,2025-01-15,SHIPPED,Cash on Delivery
66,316.0,2026-03-10,SHIPPED,Credit Card
67,137.0,2025-09-22,RETURNED,Credit Card
68,58.0,2025-05-20,DELIVERED,Debit Card
69,165.0,2025-03-31,DELIVERED,Debit Card
70,180.0,2025-03-21,CANCELLED,Cash on Delivery
71,75.0,2026-03-13,SHIPPED,Debit Card
72,351.0,2025-04-08,PLACED,Credit Card
73,379.0,2025-07-23,SHIPPED,UPI
74,8.0,2026-01-12,DELIVERED,Net Banking
75,242.0,2025-08-05,RETURNED,Debit Card
76,105.0,2024-08-29,RETURNED,Net Banking
77,319.0,2024-12-06,PLACED,Net Banking
78,299.0,2025-12-05,DELIVERED,Debit Card
79,31.0,2025-11-04,RETURNED,UPI
80,28.0,2024-12-14,PLACED,Net Banking
81,339.0,2025-12-04,DELIVERED,Credit Card
82,10.0,2025-05-07,CANCELLED,Debit Card
83,195.0,2025-10-19,DELIVERED,Net Banking
84,444.0,2025-07-08,SHIPPED,Cash on Delivery
85,495.0,2025-06-25,PLACED,Credit Card
86,127.0,2026-03-24,CANCELLED,Net Banking
87,382.0,2024-08-25,DELIVERED,UPI
88,321.0,2026-03-13,RETURNED,UPI
89,416.0,2025-03-15,CANCELLED,Credit Card
90,484.0,2025-10-13,SHIPPED,UPI
91,460.0,2026-03-07,CANCELLED,Cash on Delivery
92,492.0,2025-08-23,SHIPPED,Net Banking
93,124.0,2025-02-05,DELIVERED,Cash on Delivery
94,169.0,2025-05-25,SHIPPED,Cash on Delivery
95,278.0,2026-07-23,SHIPPED,UPI
96,353.0,2025-09-28,SHIPPED,Net Banking
97,466.0,2024-11-17,RETURNED,Debit Card
98,163.0,2025-05-27,PLACED,Debit Card
99,163.0,2025-11-21,PLACED,UPI
100,451.0,2026-05-28,DELIVERED,Net Banking
101,382.0,2024-11-10,DELIVERED,Debit Card
102,399.0,2024-10-21,PLACED,Cash on Delivery
103,316.0,2025-06-10,SHIPPED,Cash on Delivery
104,119.0,2025-01-23,PLACED,Net Banking
105,69.0,2025-01-18,DELIVERED,Debit Card
106,437.0,2024-10-31,SHIPPED,Debit Card
107,116.0,2025-10-24,PLACED,UPI
108,487.0,2025-03-19,SHIPPED,Debit Card
109,34.0,2024-12-23,CANCELLED,Cash on Delivery
110,251.0,2026-06-09,SHIPPED,Net Banking
111,208.0,2024-12-08,CANCELLED,UPI
112,202.0,2026-03-25,RETURNED,Cash on Delivery
113,269.0,2026-04-02,PLACED,Cash on Delivery
114,56.0,2026-02-28,PLACED,Debit Card
115,266.0,2025-06-14,PLACED,Cash on Delivery
116,199.0,2025-10-08,PLACED,Debit Card
117,150.0,2025-06-20,DELIVERED,Net Banking
118,86.0,2025-05-07,PLACED,Cash on Delivery
119,463.0,2026-03-13,CANCELLED,Credit Card
120,370.0,2025-01-23,RETURNED,Cash on Delivery
121,70.0,2025-06-27,PLACED,Debit Card
122,233.0,2026-07-07,SHIPPED,Net Banking
123,47.0,2025-11-15,SHIPPED,Credit Card
124,47.0,2025-03-11,DELIVERED,Credit Card
125,269.0,2025-04-12,RETURNED,Cash on Delivery
126,487.0,2026-03-28,PLACED,Debit Card
127,468.0,2025-05-16,SHIPPED,Debit Card
128,445.0,2025-12-09,PLACED,Net Banking
129,158.0,2024-10-28,CANCELLED,UPI
130,321.0,2026-01-04,SHIPPED,Credit Card
131,319.0,2026-15-45,CANCELLED,Net Banking
132,279.0,2026-01-22,CANCELLED,Debit Card
133,112.0,2025-12-11,CANCELLED,Net Banking
134,41.0,2026-15-45,RETURNED,UPI
135,318.0,2025-12-14,SHIPPED,Credit Card
136,95.0,2025-04-10,PLACED,Debit Card
137,438.0,2025-09-01,RETURNED,UPI
138,170.0,2025-09-27,CANCELLED,Debit Card
139,83.0,2025-09-24,RETURNED,Cash on Delivery
140,404.0,2025-06-07,RETURNED,UPI
141,477.0,2025-01-28,DELIVERED,UPI
142,460.0,2026-06-05,CANCELLED,Cash on Delivery
143,34.0,2025-06-16,DELIVERED,UPI
144,270.0,2025-08-26,SHIPPED,Cash on Delivery
145,30.0,2026-03-17,RETURNED,Credit Card
146,248.0,2025-08-02,DELIVERED,Net Banking
147,312.0,2025-03-17,RETURNED,Cash on Delivery
148,182.0,2026-05-10,CANCELLED,Cash on Delivery
149,374.0,2026-07-26,SHIPPED,Cash on Delivery
150,120.0,2025-07-22,PLACED,Credit Card
151,13.0,2024-12-06,SHIPPED,Cash on Delivery
152,213.0,2026-07-25,RETURNED,Debit Card
153,6.0,2026-06-16,DELIVERED,Credit Card
154,158.0,2024-12-22,PLACED,Credit Card
155,352.0,2025-06-13,RETURNED,Cash on Delivery
156,492.0,2025-03-19,DELIVERED,UPI
157,473.0,2024-08-09,PLACED,Debit Card
158,247.0,2025-09-24,RETURNED,UPI
159,237.0,2026-05-13,PLACED,Cash on Delivery
160,154.0,2025-04-23,RETURNED,Cash on Delivery
161,10.0,2026-03-22,DELIVERED,Credit Card
162,497.0,2025-08-02,DELIVERED,Net Banking
163,321.0,2025-12-29,RETURNED,Net Banking
164,96.0,2024-12-18,DELIVERED,UPI
165,364.0,2026-01-19,CANCELLED,Debit Card
166,191.0,2026-07-12,SHIPPED,Cash on Delivery
167,155.0,2024-10-22,PLACED,Debit Card
168,468.0,2025-05-31,CANCELLED,Cash on Delivery
169,79.0,2025-10-31,RETURNED,UPI
170,398.0,2025-12-27,PLACED,Cash on Delivery
171,347.0,2025-06-27,PLACED,Net Banking
172,199.0,2025-06-27,PLACED,UPI
173,478.0,2025-06-21,PLACED,UPI
174,240.0,2024-12-31,DELIVERED,Credit Card
175,296.0,2025-12-14,SHIPPED,UPI
176,103.0,2024-08-29,DELIVERED,Net Banking
177,344.0,2025-11-30,DELIVERED,Credit Card
178,8.0,2025-01-28,PLACED,Debit Card
179,278.0,2024-11-22,SHIPPED,UPI
180,294.0,2025-11-23,RETURNED,UPI
181,277.0,2025-12-01,CANCELLED,Credit Card
182,55.0,2025-09-01,CANCELLED,Debit Card
183,361.0,2024-10-08,CANCELLED,Cash on Delivery
184,183.0,2025-11-15,RETURNED,Credit Card
185,499.0,2025-10-24,RETURNED,Debit Card
186,48.0,2026-02-26,CANCELLED,Credit Card
187,234.0,2025-06-20,CANCELLED,Net Banking
188,119.0,2024-08-24,RETURNED,UPI
189,468.0,2025-04-16,DELIVERED,UPI
190,233.0,2025-11-23,PLACED,UPI
191,246.0,2025-02-17,DELIVERED,Cash on Delivery
192,295.0,2024-12-14,PLACED,UPI
193,285.0,2025-10-23,RETURNED,Net Banking
194,206.0,2025-12-05,SHIPPED,Cash on Delivery
195,82.0,2025-08-08,DELIVERED,Debit Card
196,417.0,2026-01-20,CANCELLED,Cash on Delivery
197,404.0,2024-10-16,SHIPPED,Credit Card
198,379.0,2025-05-21,CANCELLED,Credit Card
199,304.0,2024-08-24,PLACED,Net Banking
200,91.0,2026-03-07,RETURNED,Credit Card
201,351.0,2025-11-17,CANCELLED,UPI
202,254.0,2026-06-24,SHIPPED,Debit Card
203,455.0,2026-04-12,PLACED,Debit Card
204,339.0,2025-12-28,CANCELLED,Cash on Delivery
205,296.0,2025-06-05,DELIVERED,UPI
206,292.0,2025-10-09,CANCELLED,UPI
207,46.0,2025-09-08,RETURNED,Net Banking
208,434.0,2026-06-08,DELIVERED,Cash on Delivery
209,496.0,2025-01-03,DELIVERED,Credit Card
210,441.0,2026-05-29,CANCELLED,Cash on Delivery
211,202.0,2026-07-17,CANCELLED,Net Banking
212,223.0,2024-12-10,CANCELLED,Debit Card
213,97.0,2025-07-28,DELIVERED,Net Banking
214,79.0,2025-05-20,SHIPPED,Debit Card
215,6.0,2026-15-45,CANCELLED,Net Banking
216,500.0,2026-06-17,CANCELLED,Net Banking
217,458.0,2025-02-08,CANCELLED,Cash on Delivery
218,93.0,2024-12-21,CANCELLED,Net Banking
219,182.0,2025-08-08,PLACED,Cash on Delivery
220,256.0,2026-08-04,RETURNED,UPI
221,211.0,2026-02-11,PLACED,Credit Card
222,291.0,2026-07-23,RETURNED,Net Banking
223,493.0,2025-01-09,RETURNED,UPI
224,239.0,2025-04-14,RETURNED,Credit Card
225,126.0,2024-11-18,PLACED,Cash on Delivery
226,409.0,2025-03-22,DELIVERED,Cash on Delivery
227,,2024-09-26,CANCELLED,Cash on Delivery
228,376.0,2026-07-02,DELIVERED,UPI
229,86.0,2024-08-30,DELIVERED,Cash on Delivery
230,134.0,2025-01-14,SHIPPED,Cash on Delivery
231,27.0,2025-10-29,RETURNED,Credit Card
232,147.0,2025-07-31,PLACED,UPI
233,130.0,2025-07-29,DELIVERED,Credit Card
234,380.0,2025-02-13,RETURNED,Debit Card
235,338.0,2026-01-20,DELIVERED,Debit Card
236,249.0,2025-11-18,PLACED,UPI
237,44.0,2025-07-17,SHIPPED,Net Banking
238,386.0,2025-02-10,SHIPPED,Net Banking
239,372.0,2026-04-17,DELIVERED,Credit Card
240,329.0,2024-12-22,PLACED,Debit Card
241,238.0,2025-07-31,RETURNED,Debit Card
242,195.0,2025-08-30,DELIVERED,Debit Card
243,272.0,2026-15-45,CANCELLED,Net Banking
244,348.0,2024-11-01,PLACED,Credit Card
245,470.0,2026-04-23,CANCELLED,Cash on Delivery
246,471.0,2025-11-19,DELIVERED,UPI
247,411.0,2026-05-19,CANCELLED,Net Banking
248,396.0,2025-04-21,RETURNED,Debit Card
249,267.0,2026-06-15,SHIPPED,UPI
250,,2026-15-45,PLACED,Credit Card
251,211.0,2026-07-13,CANCELLED,UPI
252,113.0,2024-12-08,PLACED,Credit Card
253,318.0,2025-02-13,SHIPPED,Cash on Delivery
254,327.0,2025-08-01,PLACED,Cash on Delivery
255,67.0,2026-02-18,RETURNED,Debit Card
256,459.0,2024-09-30,DELIVERED,Net Banking
257,339.0,2024-08-12,DELIVERED,Net Banking
258,355.0,2026-03-11,DELIVERED,UPI
259,83.0,2024-09-01,PLACED,Net Banking
260,199.0,2026-01-18,DELIVERED,Debit Card
261,226.0,2026-01-14,SHIPPED,Cash on Delivery
262,202.0,2025-06-18,SHIPPED,Cash on Delivery
263,394.0,2026-06-11,PLACED,Net Banking
264,367.0,2025-09-14,PLACED,Cash on Delivery
265,373.0,2025-08-07,CANCELLED,Debit Card
266,335.0,2026-06-07,CANCELLED,UPI
267,78.0,2025-06-02,RETURNED,Credit Card
268,264.0,2024-09-30,CANCELLED,Net Banking
269,207.0,2026-04-07,PLACED,Cash on Delivery
270,,2025-06-26,CANCELLED,Credit Card
271,291.0,2025-02-24,DELIVERED,UPI
272,206.0,2026-06-24,PLACED,UPI
273,274.0,2026-02-14,CANCELLED,UPI
274,332.0,2025-09-28,CANCELLED,Debit Card
275,154.0,2024-11-08,DELIVERED,Net Banking
276,44.0,2026-02-13,SHIPPED,Debit Card
277,19.0,2026-04-02,RETURNED,Debit Card
278,251.0,2025-11-21,DELIVERED,Net Banking
279,274.0,2025-12-22,PLACED,Credit Card
280,174.0,2025-09-25,PLACED,Net Banking
281,61.0,2026-02-13,RETURNED,Net Banking
282,482.0,2024-08-25,SHIPPED,Cash on Delivery
283,120.0,2025-07-13,SHIPPED,Net Banking
284,,2025-08-15,RETURNED,Credit Card
285,125.0,2026-05-11,SHIPPED,Credit Card
286,464.0,2026-02-21,CANCELLED,Cash on Delivery
287,88.0,2024-09-22,PLACED,Credit Card
288,255.0,2025-03-22,PLACED,Debit Card
289,219.0,2026-04-29,CANCELLED,UPI
290,62.0,2025-06-12,SHIPPED,UPI
291,429.0,2026-05-12,PLACED,Cash on Delivery
292,89.0,2026-05-07,SHIPPED,Net Banking
293,87.0,2026-02-21,CANCELLED,Debit Card
294,474.0,2026-03-27,RETURNED,Net Banking
295,399.0,2024-09-06,PLACED,Credit Card
296,4.0,2025-05-16,RETURNED,UPI
297,214.0,2025-06-13,CANCELLED,Debit Card
298,106.0,2026-02-14,CANCELLED,Net Banking
299,123.0,2026-07-28,PLACED,Cash on Delivery
300,93.0,2025-09-08,PLACED,UPI
301,179.0,2025-12-08,SHIPPED,Credit Card
302,272.0,2025-12-24,RETURNED,Cash on Delivery
303,113.0,2025-07-14,SHIPPED,UPI
304,28.0,2025-07-05,CANCELLED,Net Banking
305,91.0,2026-04-10,PLACED,UPI
306,146.0,2024-11-11,RETURNED,Net Banking
307,23.0,2024-10-26,RETURNED,Debit Card
308,81.0,2024-11-28,PLACED,Credit Card
309,459.0,2026-05-26,RETURNED,UPI
310,215.0,2025-02-26,DELIVERED,Debit Card
311,399.0,2026-03-18,SHIPPED,Net Banking
312,446.0,2026-05-09,PLACED,Net Banking
313,300.0,2025-10-31,SHIPPED,Debit Card
314,476.0,2026-03-15,DELIVERED,Debit Card
315,235.0,2026-04-13,DELIVERED,Debit Card
316,172.0,2024-11-01,PLACED,UPI
317,70.0,2026-02-18,CANCELLED,Debit Card
318,390.0,2024-12-16,RETURNED,Debit Card
319,405.0,2025-05-18,SHIPPED,Cash on Delivery
320,497.0,2025-06-23,CANCELLED,Cash on Delivery
321,251.0,2025-12-29,CANCELLED,Net Banking
322,,2025-04-27,SHIPPED,Debit Card
323,168.0,2024-11-25,RETURNED,Debit Card
324,468.0,2026-15-45,PLACED,Credit Card
325,241.0,2025-02-11,CANCELLED,Cash on Delivery
326,202.0,2026-04-16,PLACED,Net Banking
327,254.0,2025-08-16,PLACED,Net Banking
328,487.0,2025-01-17,SHIPPED,Credit Card
329,9.0,2025-02-28,CANCELLED,Cash on Delivery
330,383.0,2024-10-21,CANCELLED,Debit Card
331,448.0,2025-04-20,DELIVERED,Net Banking
332,361.0,2025-12-18,PLACED,Net Banking
333,458.0,2026-01-27,DELIVERED,Net Banking
334,386.0,2024-10-03,RETURNED,Cash on Delivery
335,407.0,2025-07-28,RETURNED,UPI
336,377.0,2026-07-06,DELIVERED,Credit Card
337,57.0,2026-02-08,PLACED,UPI
338,188.0,2025-08-23,PLACED,Cash on Delivery
339,364.0,2026-03-14,DELIVERED,Debit Card
340,277.0,2025-02-13,RETURNED,Debit Card
341,386.0,2026-03-17,DELIVERED,UPI
342,258.0,2025-02-24,PLACED,UPI
343,177.0,2025-04-29,PLACED,Net Banking
344,364.0,2025-03-24,DELIVERED,Net Banking
345,318.0,2026-01-24,PLACED,Debit Card
346,457.0,2025-07-18,CANCELLED,Debit Card
347,148.0,2025-04-20,SHIPPED,UPI
348,58.0,2026-04-10,SHIPPED,Cash on Delivery
349,488.0,2025-07-22,RETURNED,Debit Card
350,243.0,2026-02-01,PLACED,UPI
351,97.0,2025-02-23,SHIPPED,Cash on Delivery
352,331.0,2025-10-22,DELIVERED,Net Banking
353,304.0,2025-03-08,RETURNED,Net Banking
354,235.0,2025-11-11,DELIVERED,Debit Card
355,405.0,2024-09-03,DELIVERED,Credit Card
356,76.0,2026-03-21,SHIPPED,Cash on Delivery
357,474.0,2024-11-23,SHIPPED,Debit Card
358,430.0,2024-11-29,SHIPPED,Debit Card
359,122.0,2025-09-16,RETURNED,Debit Card
360,226.0,2025-03-19,RETURNED,Credit Card
361,341.0,2024-08-27,DELIVERED,Net Banking
362,277.0,2025-01-25,PLACED,Credit Card
363,208.0,2026-06-21,CANCELLED,UPI
364,,2025-05-22,RETURNED,UPI
365,332.0,2025-10-18,DELIVERED,Cash on Delivery
366,342.0,2025-05-15,CANCELLED,UPI
367,353.0,2026-02-12,PLACED,Debit Card
368,348.0,2025-03-21,CANCELLED,Cash on Delivery
369,431.0,2025-04-02,DELIVERED,Credit Card
370,312.0,2026-02-14,SHIPPED,UPI
371,101.0,2024-12-07,CANCELLED,Credit Card
372,500.0,2025-10-21,DELIVERED,Cash on Delivery
373,310.0,2025-12-12,DELIVERED,Net Banking
374,76.0,2025-03-31,CANCELLED,UPI
375,7.0,2025-08-11,CANCELLED,Cash on Delivery
376,45.0,2026-02-11,CANCELLED,Net Banking
377,148.0,2025-07-14,CANCELLED,Net Banking
378,72.0,2026-01-11,SHIPPED,Debit Card
379,156.0,2025-03-24,DELIVERED,Credit Card
380,478.0,2024-12-04,PLACED,Credit Card
381,210.0,2026-03-07,SHIPPED,Cash on Delivery
382,237.0,2026-04-24,SHIPPED,Debit Card
383,96.0,2026-01-28,CANCELLED,Credit Card
384,422.0,2024-11-14,DELIVERED,Net Banking
385,287.0,2024-11-28,PLACED,Debit Card
386,135.0,2025-11-21,CANCELLED,Credit Card
387,335.0,2025-03-22,SHIPPED,Net Banking
388,465.0,2026-06-05,PLACED,UPI
389,253.0,2025-06-01,DELIVERED,Cash on Delivery
390,247.0,2025-02-22,CANCELLED,Credit Card
391,192.0,2025-12-14,DELIVERED,Debit Card
392,298.0,2025-01-31,SHIPPED,UPI
393,84.0,2024-08-28,DELIVERED,Credit Card
394,149.0,2026-05-29,PLACED,Cash on Delivery
395,100.0,2025-01-18,PLACED,Cash on Delivery
396,386.0,2025-11-03,DELIVERED,UPI
397,139.0,2025-03-30,PLACED,Cash on Delivery
398,297.0,2024-11-30,SHIPPED,Cash on Delivery
399,145.0,2025-11-03,DELIVERED,Debit Card
400,53.0,2024-08-16,SHIPPED,Cash on Delivery
401,315.0,2025-02-24,RETURNED,Cash on Delivery
402,360.0,2025-05-16,CANCELLED,Credit Card
403,60.0,2026-02-18,CANCELLED,UPI
404,160.0,2025-09-06,CANCELLED,Cash on Delivery
405,268.0,2026-03-09,DELIVERED,Credit Card
406,382.0,2026-06-13,SHIPPED,Debit Card
407,158.0,2025-09-12,PLACED,Net Banking
408,354.0,2025-06-18,PLACED,Net Banking
409,388.0,2025-08-12,PLACED,Cash on Delivery
410,304.0,2025-11-30,DELIVERED,Credit Card
411,34.0,2026-15-45,PLACED,Credit Card
412,472.0,2024-12-17,SHIPPED,Debit Card
413,344.0,2025-05-01,DELIVERED,Cash on Delivery
414,179.0,2025-12-20,RETURNED,Debit Card
415,259.0,2024-12-06,RETURNED,Credit Card
416,271.0,2025-11-06,DELIVERED,Debit Card
417,462.0,2026-15-45,PLACED,Debit Card
418,472.0,2025-08-31,DELIVERED,Cash on Delivery
419,95.0,2025-04-08,SHIPPED,UPI
420,195.0,2025-09-17,CANCELLED,Credit Card
421,390.0,2025-05-24,PLACED,Cash on Delivery
422,70.0,2025-05-27,DELIVERED,Cash on Delivery
423,370.0,2026-06-10,PLACED,Net Banking
424,146.0,2026-07-27,CANCELLED,Debit Card
425,284.0,2025-08-18,CANCELLED,Debit Card
426,439.0,2025-12-23,CANCELLED,UPI
427,,2024-12-16,PLACED,Net Banking
428,225.0,2026-06-14,PLACED,Debit Card
429,203.0,2025-09-18,PLACED,Debit Card
430,34.0,2025-08-16,SHIPPED,Cash on Delivery
431,433.0,2024-12-21,CANCELLED,Net Banking
432,143.0,2025-08-17,RETURNED,UPI
433,388.0,2026-07-04,CANCELLED,UPI
434,244.0,2025-05-29,CANCELLED,Cash on Delivery
435,143.0,2024-08-18,PLACED,UPI
436,251.0,2026-01-08,SHIPPED,Credit Card
437,51.0,2024-09-26,CANCELLED,Credit Card
438,498.0,2025-04-29,DELIVERED,Debit Card
439,156.0,2025-01-28,PLACED,Cash on Delivery
440,393.0,2025-04-04,DELIVERED,Net Banking
441,252.0,2025-01-14,RETURNED,Cash on Delivery
442,10.0,2025-01-28,CANCELLED,Credit Card
443,197.0,2024-12-01,CANCELLED,Net Banking
444,19.0,2025-03-11,DELIVERED,Debit Card
445,252.0,2025-11-22,CANCELLED,Net Banking
446,392.0,2026-04-03,RETURNED,Cash on Delivery
447,293.0,2026-02-24,SHIPPED,Cash on Delivery
448,29.0,2026-04-12,CANCELLED,Cash on Delivery
449,347.0,2024-11-07,DELIVERED,Credit Card
450,15.0,2025-12-24,DELIVERED,UPI
451,415.0,2025-01-06,DELIVERED,Net Banking
452,50.0,2025-05-10,CANCELLED,UPI
453,29.0,2025-08-29,DELIVERED,Cash on Delivery
454,44.0,2025-07-29,DELIVERED,Credit Card
455,173.0,2025-10-23,PLACED,Net Banking
456,337.0,2026-07-16,CANCELLED,UPI
457,11.0,2025-12-16,DELIVERED,Net Banking
458,293.0,2026-07-11,CANCELLED,Credit Card
459,354.0,2024-08-16,RETURNED,UPI
460,86.0,2026-05-21,CANCELLED,Debit Card
461,255.0,2026-03-09,PLACED,Cash on Delivery
462,110.0,2026-05-25,RETURNED,Net Banking
463,412.0,2026-05-05,PLACED,Cash on Delivery
464,49.0,2026-04-07,RETURNED,Cash on Delivery
465,244.0,2026-04-10,PLACED,UPI
466,259.0,2025-09-18,RETURNED,UPI
467,103.0,2026-07-05,RETURNED,Net Banking
468,344.0,2025-01-31,PLACED,Cash on Delivery
469,442.0,2026-03-05,CANCELLED,UPI
470,480.0,2025-01-11,CANCELLED,Cash on Delivery
471,373.0,2025-05-16,DELIVERED,Net Banking
472,76.0,2026-01-04,DELIVERED,Net Banking
473,211.0,2024-09-01,PLACED,Debit Card
474,434.0,2025-06-12,SHIPPED,UPI
475,352.0,2025-12-06,PLACED,Debit Card
476,99.0,2024-10-22,DELIVERED,Net Banking
477,249.0,2025-04-19,PLACED,Debit Card
478,82.0,2025-09-05,DELIVERED,Cash on Delivery
479,91.0,2024-09-28,CANCELLED,Credit Card
480,29.0,2025-03-05,RETURNED,UPI
481,444.0,2025-10-10,DELIVERED,Credit Card
482,204.0,2025-09-26,SHIPPED,Debit Card
483,58.0,2026-05-26,PLACED,Cash on Delivery
484,341.0,2026-03-05,RETURNED,UPI
485,255.0,2025-09-28,PLACED,UPI
486,169.0,2026-06-15,SHIPPED,Net Banking
487,112.0,2024-10-07,DELIVERED,Net Banking
488,210.0,2026-04-18,CANCELLED,Cash on Delivery
489,192.0,2024-09-19,RETURNED,Net Banking
490,244.0,2025-07-19,SHIPPED,UPI
491,244.0,2025-10-21,PLACED,Cash on Delivery
492,18.0,2025-09-17,PLACED,Debit Card
493,130.0,2025-02-15,DELIVERED,Credit Card
494,274.0,2025-02-13,CANCELLED,Credit Card
495,466.0,2025-02-21,DELIVERED,UPI
496,47.0,2026-04-18,DELIVERED,Debit Card
497,441.0,2026-03-04,DELIVERED,Net Banking
498,405.0,2024-12-26,CANCELLED,Net Banking
499,378.0,2026-01-24,CANCELLED,Credit Card
500,423.0,2026-08-04,PLACED,UPI
